상표명,세균제위험,곰팡이제위험,계열,일반명
만금,🟡,🟡,제초제,Azimsulfuron+Bensulfuron-methyl+Pretilachlor
만냥,🟡,🟡,제초제,Mefenacet+Pyrazosulfuron-ethyl
만냥골드,🟡,🟡,제초제,Benzobicyclon+Mefenacet+Pyrazosulfuron-ethyl
만능손,🟡,🟡,제초제,Azimsulfuron+Benzobicyclon+Metamifop
만드리,🟡,🟡,제초제,Bensulfuron-methyl+Butachlor
만만세,🟡,🟡,미분류(살균제·보수),Ferimzone
만물상,🟡,🟡,제초제,Pretilachlor+Pyrazosulfuron-ethyl+Simetryn
만방,🟢,🟡,멜라닌합성저해,Tricyclazole
만복래,🟡,🟡,제초제,Benfuresate+Bromobutide+Penoxsulam
만사형통,🟡,🟡,제초제,Benzobicyclon+Penoxsulam+Pretilachlor
만섬,🟡,🟡,제초제,Azimsulfuron+Mefenacet
말뚝,🟡,🟡,살선충제,Terbufos
맞짱,🟢,🟡,페닐아마이드,Metalaxyl-M+Imidacloprid
매끄니,🟡,🟡,제초제,Cyclosulfamuron
매끄란,🟡,🟡,제초제,Butachlor
매드시,🟡,🟡,제초제,Fenoxaprop-P-ethyl
매직샷,🟡,🟡,제초제,Benzobicyclon+Fentrazamide+Imazosulfuron
맥스로드,🟡,🟡,제초제,Glyphosate-potassium
맨드리,🟡,🟡,제초제,Pendimethalin
맨사칸,🟡,🟡,다점접촉(클로로탈로닐),Chlorothalonil
맨스타,🟡,🟡,제초제,Glufosinate-ammonium
맨티스,🟡,🟡,제초제,Oxadiazon+Pendimethalin
머판,🟡,🟡,다점접촉(캡탄),Captan
메가데스,🟡,🟡,제초제,Glufosinate-ammonium+MCPA
메가톡스,🟡,🟡,제초제,Glyphosate-monoammonium+MCPA
메달리온,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Fludioxonil
메아리,🟡,🟡,제초제,Fentrazamide+Imazosulfuron
메치다치,🟢,🟡,페닐아마이드,Metalaxyl
메타플러스,🟡,🟡,제초제,Florpyrauxifen-benzyl.Metazosulfuron.Pyraclonil
멘토링,🟡,🟡,제초제,Cyhalofop-butyl+Imazosulfuron+Pretilachlor
멸땅충,🟡,🟡,살선충제,Terbufos
명감독,🟡,🟡,제초제,Benzobicyclon+Propyrisulfuron
명궁,🟢,🟡,멜라닌합성저해,Fenoxanil
명작,🟢,🟡,QiI(난균),Amisulbrom
명작플러스,🟢,🟡,QiI(난균),Amisulbrom
명품샷,🟡,🟡,다점접촉(클로로탈로닐),Chlorothalonil
모뉴먼트,🟡,🟡,제초제,Trifloxysulfuron-sodium
모두나,🟡,🟡,다점접촉(캡탄),Captan
모두랑,🟡,🟡,호흡저해,Fluazinam
모두랑골드,🟡,🟡,호흡저해,Fluazinam+Probenazole
모두처,🟡,🟡,제초제,Benzobicyclon+Pyrazosulfuron-ethyl+Pyriminobac-methyl
모캡,🟡,🟡,살선충제,Ethoprophos
모하비,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Fludioxonil
몬산토클래식,🟡,🟡,제초제,Glyphosate-isopropylammonium
몬세렌,🟡,🟡,기타 유사분열저해,Pencycuron
몬스타,🟢,🟡,CAA(난균),Benthiavalicarb-isopropyl+Oxathiapiprolin
몬스터,🟡,🟡,기타 유사분열저해,Pencycuron
무논,🟡,🟡,제초제,Bromobutide+Imazosulfuron+Metamifop
무논골드,🟡,🟡,제초제,Benzobicyclon+Metamifop+Pyrazosulfuron-ethyl
무란타,🟡,🟡,제초제,Pyrimisulfan+Tefuryltrione
무름탄,🟡,🟡,발리다마이신,Validamycin A
무사미,🟢,🟡,멜라닌합성저해,Tricyclazole+Carbosulfan
무진장,🟡,🟡,발리다마이신,Phthalide+Validamycin A
무초지대,🟡,🟡,제초제,Bromobutide+Propyrisulfuron
문고카트,🟡,🟡,기타 유사분열저해,Pencycuron
문스타,🟡,🟡,발리다마이신,Validamycin A
문전옥답,🟡,🟡,제초제,Benzobicyclon+Penoxsulam
문전옥답 점보,🟡,🟡,제초제,Benzobicyclon+Penoxsulam
문전옥답플러스,🟡,🟡,제초제,Benzobicyclon+Penoxsulam
문지기,🟡,🟡,발리다마이신,Validamycin A
미기와,🟢,🟡,페닐아마이드,Ipflufenoquin
미더미,🟡,🟡,제초제,Azimsulfuron+Oxaziclomefone
미듬탄,🟡,🟡,다점접촉(디티아논),Dithianon
미리매,🟡,🟡,제초제,Pentoxazone
미리매골드,🟡,🟡,제초제,Pentoxazone.Simetryn
미리스타,🟢,🟡,CAA(난균),Dimethomorph
미리처,🟡,🟡,제초제,S-metolachlor
미리카트,🟢,🟡,QiI(난균),Cyazofamid
미리탄,🟢,🟡,페닐아마이드,Benalaxyl-M+Imidacloprid
미스타빔,🟢,🟡,멜라닌합성저해,Tricyclazole
미코스라,🟡,🟡,제초제,Bifenox+Glyphosate-isopropylammonium
미토스,🟢,🟡,아미노산합성저해(AP),Pyrimethanil
바니바,🟡,🟡,호흡저해,Cyclobutrifluram
바둑탄,🟡,🟡,제초제,Benzobicyclon+Cyclosulfamuron+Pyriminobac-methyl
바로논,🟡,🟡,제초제,Benzobicyclon+Mefenacet+Pyrazosulfuron-ethyl
바로바로,🟡,🟡,제초제,Glufosinate-P
바로스타,🟡,🟡,제초제,Glufosinate-ammonium
바로팍,🟡,🟡,제초제,Glufosinate-ammonium+MCPA
바리문,🟡,🟡,발리다마이신,Validamycin A
바사삭,🟡,🟡,제초제,Pyraflufen-ethyl
바스타,🟡,🟡,제초제,Glufosinate-ammonium
바스트네이트,🟡,🟡,제초제,Glufosinate-ammonium
바이스톤,🟡,🟡,제초제,Glufosinate-P
바이켐,🟢,🟡,페닐아마이드,Metalaxyl
바이파,🟡,🟡,살선충제,Dinotefuran+Fosthiazate
바태다,🟡,🟡,살선충제,Etofenprox+Terbufos
바태바태,🟡,🟡,제초제,Metazachlor
바테스타,🟡,🟡,제초제,Metolachlor
바테존,🟡,🟡,살선충제,Fosthiazate
바테풀,🟡,🟡,제초제,Pendimethalin
반가운,🟡,🟡,다점접촉(캡탄),Captan
반들,🟡,🟡,제초제,Benzobicyclon+Oxaziclomefone
반벨,🟡,🟡,제초제,Dicamba
반석,🟡,🟡,제초제,Bromobutide+Thiobencarb
반조,🟡,🟡,호흡저해,Fluazinam
반조포르테,🟡,🟡,CAA(난균),Dimethomorph+Fluazinam
발리간,🟡,🟡,제초제,Glufosinate-ammonium
발리킥,🟡,🟡,발리다마이신,Validamycin A
발리펜,🟢,🟡,CAA(난균),Valifenalate
밧가리,🟡,🟡,제초제,Metolachlor
밧사그란,🟡,🟡,제초제,Bentazone
밧사그란엠60,🟡,🟡,제초제,Bentazone+MCPA
밧사피,🟡,🟡,제초제,Bentazone-sodium+MCPA+Triafamone
방방곡곡,🟡,🟡,제초제,Clothianidin+Metazosulfuron
방어벽,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Fludioxonil
방풍,🟡,🟡,제초제,Pendimethalin
밭다매,🟡,🟡,제초제,Glufosinate-ammonium
밭대왕,🟡,🟡,제초제,S-metolachlor+Thiobencarb
밭대장,🟡,🟡,제초제,S-metolachlor
배배로,🟡,🟡,제초제,Bentazone+MCPA
백발백중,🟡,🟡,제초제,Mesotrione+Metazosulfuron
백전불패,🟢,🟡,QiI(난균),Amisulbrom+Valifenalate
백투백,🟢,🟡,페닐아마이드,Metalaxyl-M
버너,🟡,🟡,제초제,Glufosinate-ammonium+MCPA
버디샷,🟡,🟡,제초제,Flazasulfuron
버픽스,🟢,🟡,QiI(난균),Florylpicoxamid
베스트샷,🟡,🟡,제초제,Fenquinotrione+Pyrazosulfuron-ethyl+Tetflupyrolimet
베지크린,🟢,🟡,CAA(난균),Benthiavalicarb-isopropyl
베푸란,🟡,🟡,구아니딘,Iminoctadine triacetate
벤조비,🟡,🟡,제초제,Benzobicyclon+Imazosulfuron+Penoxsulam
벤타그란,🟡,🟡,제초제,Bentazone
벤타존,🟡,🟡,제초제,Bentazone
벤타존엠60,🟡,🟡,제초제,Bentazone+MCPA
벤타플루,🟡,🟡,제초제,Bentazone-sodium.Fluazifop-P-butyl
벨쿠트,🟡,🟡,구아니딘,Iminoctadine tris(albesilate)
벼단속,🟡,🟡,제초제,Dimesulfazet+Metazosulfuron
벼드림,🟡,🟡,제초제,Fenquinotrione+Florpyrauxifen-benzyl+Penoxsulam
벼스타,🟡,🟡,제초제,Fenquinotrione+Fentrazamide+Imazosulfuron
벼천국,🟢,🟡,멜라닌합성저해,Fenoxanil
병자비,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Fludioxonil
보안관,🟡,🟡,호흡저해,Fluazinam
보양진,🟡,🟡,다점접촉(디티아논),Dithianon
보트론,🟡,🟡,제초제,Metazosulfuron+Tefuryltrione
복도리,🟡,🟡,제초제,Bensulfuron-methyl+Pretilachlor
본스타,🟡,🟡,제초제,Glufosinate-ammonium
볼레로,🟡,🟡,다점접촉(클로로탈로닐),Chlorothalonil+Propamocarb hydrochloride
봄바람,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Fludioxonil
부자촌,🟡,🟡,제초제,Bromobutide+Halosulfuron-methyl+Oxaziclomefone
부타,🟡,🟡,제초제,Butachlor
부티나,🟡,🟡,구아니딘,Iminoctadine tris(albesilate)
부패왕,🟡,🟡,다점접촉(캡탄),Captan
블랙초,🟡,🟡,제초제,Napropamide+Pendimethalin
비반도,🟡,🟡,기타 유사분열저해,Metrafenone
빅스타 글라신,🟡,🟡,제초제,Glyphosate-isopropylammonium
빔,🟢,🟡,멜라닌합성저해,Tricyclazole
빨리킥,🟡,🟡,제초제,Glyphosate-isopropylammonium+MCPA
뿌려라,🟡,🟡,제초제,Bromobutide+Imazosulfuron+Pyraclonil
사단,🟡,🟡,제초제,Thiobencarb
사대초왕,🟡,🟡,제초제,Bentazone.MCPA
사또,🟡,🟡,제초제,Flucetosulfuron+Mesotrione+Pretilachlor
사초킹,🟡,🟡,제초제,Glyphosate-potassium
사초탄,🟡,🟡,제초제,Bromobutide+Imazosulfuron+Penoxsulam
사파이어,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Fludioxonil
사피엔스,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Fludioxonil
삭술이,🟡,🟡,제초제,Glufosinate-ammonium
산소로,🟡,🟡,제초제,Imazaquin
살균왕,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Iprodione
살리브로,🟡,🟡,살선충제,Fluazaindolizine
살초대첩,🟡,🟡,제초제,Penoxsulam
살초대첩에스,🟡,🟡,제초제,Penoxsulam
살초엔,🟡,🟡,제초제,Glyphosate-potassium
삼공메타실,🟢,🟡,페닐아마이드,Metalaxyl
삼공부타,🟡,🟡,제초제,Butachlor
삼공캪탄,🟡,🟡,다점접촉(캡탄),Captan
삼공홀펫,🟡,🟡,다점접촉,Folpet
삼관왕,🟡,🟡,제초제,Benfuresate+Imazosulfuron+Mefenacet
삼박자,🟡,🟡,제초제,Bromobutide+Pyrazosulfuron-ethyl+Pyriminobac-methyl
삼부자,🟢,🟡,멜라닌합성저해,Tricyclazole+Carbosulfan+Imidacloprid
삼점포,🟡,🟡,제초제,Azimsulfuron+Benfuresate+Carfentrazone-ethyl
삼정승,🟡,🟡,제초제,Carfentrazone-ethyl+Mefenacet+Pyrazosulfuron-ethyl
삼지창,🟡,🟡,제초제,Bromobutide+Cafenstrole+Imazosulfuron
상록소,🟡,🟡,제초제,Flucetosulfuron+Pyrazosulfuron-ethyl
상승세,🟡,🟡,발리다마이신,Validamycin A
상승왕,🟡,🟡,제초제,Cafenstrole
상장군,🟡,🟡,제초제,Glyphosate-monoammonium+MCPA
상지기,🟡,🟡,제초제,Dimethenamid-P+Pendimethalin
새그린,🟡,🟡,제초제,Benfluralin
새노브란,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Iprodione
새논,🟡,🟡,제초제,Dimethametryn+Pyrazosulfuron-ethyl+Thiobencarb
새메타실,🟢,🟡,페닐아마이드,Metalaxyl
새보매,🟡,🟡,제초제,Pendimethalin+Pretilachlor
새손,🟡,🟡,제초제,Fentrazamide+Tefuryltrione
샛별,🟡,🟡,제초제,Pendimethalin+Propanil
샤리프,🟡,🟡,살선충제,Cadusafos+Carbosulfan
샤이나,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Fludioxonil
샤프트,🟡,🟡,제초제,Pendimethalin
서두러,🟡,🟡,제초제,Metolachlor
선문뉴글라신,🟡,🟡,제초제,Glyphosate-isopropylammonium
선문벤타존,🟡,🟡,제초제,Bentazone
선문알라,🟡,🟡,제초제,Alachlor
선문타로닐,🟡,🟡,다점접촉(클로로탈로닐),Chlorothalonil
선방,🟡,🟡,페닐아마이드,Benalaxyl-M+Ethaboxam
선빌,🟡,🟡,다점접촉(클로로탈로닐),Chlorothalonil
선점,🟡,🟡,제초제,Oxadiargyl
선제골,🟡,🟡,제초제,Oxadiargyl+Simetryn
선충앤,🟡,🟡,살선충제,Fosthiazate
선충탄,🟡,🟡,살선충제,Fosthiazate
성보글라신,🟡,🟡,제초제,Glyphosate-isopropylammonium
성보나이스,🟡,🟡,제초제,Cyclosulfamuron+Penoxsulam
성보다찌밀골드,🟢,🟡,페닐아마이드,Hymexazol+Metalaxyl-M
성보바리문,🟡,🟡,발리다마이신,Validamycin A
세라스타,🟡,🟡,제초제,Glufosinate-ammonium
세이브,🟡,🟡,페닐아마이드,Chlorothalonil+Metalaxyl-M
센다닐,🟡,🟡,미분류(살균제·보수),Chlorothalonil+Cymoxanil
센코,🟡,🟡,제초제,Metribuzin
셀렉트,🟡,🟡,제초제,Clethodim
셀빙,🟡,🟡,QiI(난균),Amisulbrom+Chlorothalonil
소테리아,🟡,🟡,제초제,Glyphosate-isopropylammonium+MCPA
속공,🟡,🟡,제초제,Fentrazamide+Pyraclonil
속사초,🟡,🟡,제초제,Glyphosate-potassium+MCPA
속사충,🟡,🟡,살선충제,Terbufos
손노네,🟡,🟡,제초제,Benzobicyclon+Mefenacet+Propyrisulfuron
손드리오,🟡,🟡,제초제,S-metolachlor
손시운,🟡,🟡,제초제,Cyhalofop-butyl+Imazosulfuron+Pretilachlor
손아네,🟡,🟡,제초제,Cyclosulfamuron+Mefenacet
손아네골드,🟡,🟡,제초제,Benzobicyclon+Cyclosulfamuron+Mefenacet
손펴네,🟡,🟡,제초제,S-metolachlor
솔네트,🟡,🟡,제초제,Pretilachlor
솔네트엠,🟡,🟡,제초제,Pretilachlor
솔라자,🟢,🟡,멜라닌합성저해,Carpropamid
수도왕,🟡,🟡,제초제,Azimsulfuron+Fentrazamide
수리탄,🟡,🟡,다점접촉(디티아논),Dithianon
수문장,🟡,🟡,제초제,Fentrazamide+Pyrimisulfan
수중이사디,🟡,🟡,제초제,"2,4-D-ethylester"
쉬엄쉬엄,🟡,🟡,제초제,Benzobicyclon+Fentrazamide+Pyrazosulfuron-ethyl
쉴드엔,🟡,🟡,다점접촉(캡탄),Captan
슈팅탄,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Fludioxonil
슈퍼갤런트,🟡,🟡,제초제,Haloxyfop-R-methyl
슈퍼그란엠60,🟡,🟡,제초제,Bentazone.MCPA
슈퍼데브리놀,🟡,🟡,제초제,Napropamide
슈퍼사이드,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Fludioxonil
슈퍼왕,🟡,🟡,제초제,Metamifop+Pyrazosulfuron-ethyl
슈퍼유나니,🟡,🟡,제초제,Pyrazosulfuron-ethyl+Thiobencarb
슈퍼장군,🟡,🟡,제초제,S-metolachlor
슈퍼점보,🟡,🟡,제초제,Fenquinotrione+Flucetosulfuron
슈퍼캅,🟡,🟡,살선충제,Bifenthrin+Cadusafos
스누커,🟡,🟡,호흡저해,Ametoctradin
스리백,🟡,🟡,제초제,Benzobicyclon+Florpyrauxifen-benzyl+Propyrisulfuron
스마트원,🟡,🟡,제초제,Benzobicyclon+Penoxsulam+Pyrazosulfuron-ethyl
스미렉스,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Procymidone
스워드,🟡,🟡,제초제,Fentrazamide+Simetryn
스위치,🟢,🟡,아미노산합성저해(AP),Cyprodinil+Fludioxonil
스카이스타,🟡,🟡,제초제,Pendimethalin
스칼라,🟢,🟡,아미노산합성저해(AP),Pyrimethanil
스킨스,🟡,🟡,제초제,S-metolachlor
스킬,🟢,🟡,CAA(난균),Dimethomorph+Metalaxyl
스타샷,🟡,🟡,제초제,Glyphosate-isopropylammonium+MCPA
스토풀,🟡,🟡,제초제,Imazaquin+Pendimethalin
스톰프,🟡,🟡,제초제,Pendimethalin
스파크,🟡,🟡,제초제,Glyphosate-monoammonium
스펙티클,🟡,🟡,제초제,Indaziflam
승전보,🟡,🟡,제초제,Bentazone+MCPA
시리우스,🟡,🟡,제초제,Pyrazosulfuron-ethyl
시바겐,🟡,🟡,제초제,Flazasulfuron
시워내플러스,🟡,🟡,미분류(살균제·보수),Flutianil
신기전,🟡,🟡,제초제,Fentrazamide+Pyrimisulfan
신기전골드,🟡,🟡,제초제,Fenquinotrione+Pyrazosulfuron-ethyl+Pyriminobac-methyl
신농글라신,🟡,🟡,제초제,Glyphosate-isopropylammonium
신농팜캡,🟡,🟡,살선충제,Ethoprophos
신농팜파미드,🟡,🟡,제초제,Napropamide
신비론,🟢,🟡,페닐아마이드,Hymexazol+Metalaxyl-M
신스타,🟡,🟡,제초제,Glufosinate-ammonium
신싸이드,🟡,🟡,제초제,Fluazifop-P-butyl
신초왕,🟡,🟡,제초제,Butachlor+Cyclosulfamuron
신태양,🟡,🟡,발리다마이신,Validamycin A
신호등,🟡,🟡,제초제,Triafamone
심마니,🟡,🟡,살선충제,Ethoprophos+Terbufos
심토충,🟡,🟡,살선충제,Diazinon+Terbufos
싹스타,🟡,🟡,제초제,Glufosinate-ammonium
쌔미탄,🟡,🟡,제초제,Glufosinate-ammonium
써레매,🟡,🟡,제초제,Fentrazamide
써레짱,🟡,🟡,제초제,Oxadiargyl+Simetryn
써레풀,🟡,🟡,제초제,Fentrazamide+Pretilachlor
써보래,🟡,🟡,제초제,Pendimethalin
써프란,🟡,🟡,제초제,Oryzalin
썬파워,🟡,🟡,제초제,Bromobutide+Pyraclonil+Pyrazosulfuron-ethyl
쏘나란,🟡,🟡,제초제,Ethalfluralin
쏘일캅,🟡,🟡,살선충제,Cadusafos
쏘카바,🟡,🟡,제초제,Sulfentrazone
쓰리샷,🟡,🟡,제초제,Benzobicyclon+Florpyrauxifen-benzyl+Triafamone
쓰리탑,🟡,🟡,제초제,Fenquinotrione+Imazosulfuron+Tetflupyrolimet
씨마진,🟡,🟡,제초제,Simazine
씨이저,🟡,🟡,제초제,Carfentrazone-ethyl+Penoxsulam
아골드,🟡,🟡,제초제,Cinmethylin
아그로텍다찌밀골드,🟢,🟡,페닐아마이드,Hymexazol+Metalaxyl-M
아다마클래식,🟡,🟡,제초제,Glyphosate-isopropylammonium
아라한,🟡,🟡,호흡저해,Fluazinam
아로빈,🟡,🟡,다점접촉(디티아논),Acibenzolar-S-methyl+Dithianon
아르테아,🟡,🟡,제초제,Metazosulfuron
아리글라신,🟡,🟡,제초제,Glyphosate-isopropylammonium
아리농부손,🟡,🟡,제초제,Carfentrazone-ethyl+Flucetosulfuron+Imazosulfuron
아리던져라,🟡,🟡,제초제,Bensulfuron-methyl+Benzobicyclon+Penoxsulam
아리미소진,🟡,🟡,다점접촉(클로로탈로닐),Acibenzolar-S-methyl+Chlorothalonil
아리벤타존,🟡,🟡,제초제,Bentazone
아리부타,🟡,🟡,제초제,Butachlor
아리스위퍼,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Fludioxonil
아리안나풀,🟡,🟡,제초제,Benzobicyclon+Fentrazamide
아리알라,🟡,🟡,제초제,Alachlor
아리온노내,🟡,🟡,제초제,Benzobicyclon+Imazosulfuron+Penoxsulam
아리올킬,🟡,🟡,제초제,Metolachlor
아리제스타,🟡,🟡,제초제,Glufosinate-ammonium
아리타로닐,🟡,🟡,다점접촉(클로로탈로닐),Chlorothalonil
아리타보,🟡,🟡,살선충제,Terbufos
아리트리졸,🟢,🟡,멜라닌합성저해,Tricyclazole
아리펜디,🟡,🟡,제초제,Pendimethalin
아리하나만,🟡,🟡,제초제,Bensulfuron-methyl+Bromobutide+Pyraclonil
아리효자내,🟡,🟡,제초제,Bensulfuron-methyl+Bromobutide+Mefenacet
아리후론균,🟡,🟡,호흡저해,Fluazinam
아비로산,🟡,🟡,제초제,Dimethametryn
아시매,🟡,🟡,제초제,Linuron+Thiobencarb
아싸리,🟡,🟡,제초제,Oxyfluorfen
아오바,🟡,🟡,살선충제,Fosthiazate
아우라,🟡,🟡,다점접촉(디티아논),Dithianon
아이비오,🟡,🟡,제초제,Bromobutide+Imazosulfuron+Oxaziclomefone
아주매,🟡,🟡,제초제,Azimsulfuron+Benfuresate
아지란,🟡,🟡,제초제,Asulam-sodium
아진마이신,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Fludioxonil
아질,🟡,🟡,제초제,Propaquizafop
아파치,🟡,🟡,살선충제,Cadusafos
아폴로킹,🟡,🟡,제초제,Glufosinate-ammonium
아피로 프로,🟡,🟡,제초제,Bensulfuron-methyl+Pretilachlor+Pyriftalid
아피로맥스,🟡,🟡,제초제,Pyrazosulfuron-ethyl+Pyriftalid
안나개,🟡,🟡,제초제,Benzobicyclon+Pyraclonil
안나네,🟡,🟡,제초제,Fenquinotrione+Pyraclonil+Pyrazosulfuron-ethyl
안나지,🟡,🟡,제초제,Fentrazamide+Oxadiazon
안노처,🟡,🟡,제초제,Carfentrazone-ethyl+Pyrazosulfuron-ethyl+Pyriminobac-methyl
안다미로,🟢,🟡,멜라닌합성저해,Tricyclazole
알리온,🟡,🟡,제초제,Indaziflam
알리온플러스,🟡,🟡,제초제,Glyphosate-isopropylammonium+Indaziflam
알부자,🟡,🟡,제초제,Mefenacet+Penoxsulam
알쏘라,🟡,🟡,제초제,Alachlor
알토랑,🟡,🟡,제초제,Oryzalin+Pendimethalin
알통,🟡,🟡,제초제,Azimsulfuron+Flucetosulfuron+Mesotrione
알파초,🟡,🟡,제초제,Bentazone
앙콜,🟡,🟡,페닐아마이드,Chlorothalonil+Oxadixyl
애니타임,🟡,🟡,제초제,Oxadiazon
애니팡,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Fludioxonil
애니풀,🟡,🟡,제초제,Bensulfuron-methyl+Benzobicyclon+Penoxsulam
애임,🟡,🟡,제초제,Carfentrazone-ethyl
애임 에이스,🟡,🟡,제초제,Carfentrazone-ethyl
액마기,🟡,🟡,제초제,Pendimethalin
앤티팡,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Fludioxonil
어리얼,🟡,🟡,제초제,Oxadiazon
어워드,🟢,🟡,페닐아마이드,Ipflufenoquin
어피니티,🟡,🟡,제초제,Carfentrazone-ethyl
억초제,🟡,🟡,제초제,Nicosulfuron
언더힐,🟡,🟡,호흡저해,Fluazinam
얼쑤,🟡,🟡,제초제,Napropamide
에스플러네이드,🟡,🟡,제초제,Indaziflam
에코왕,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Fludioxonil
에코탄,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Fludioxonil
엑사이도,🟢,🟡,QiI(난균),Amisulbrom
엑스온,🟡,🟡,제초제,Glufosinate-ammonium.Indaziflam
엑스트론,🟢,🟡,CAA(난균),Dimethomorph
엑스포플러스,🟢,🟡,CAA(난균),Dimethomorph
엔서렉스,🟡,🟡,QiI(난균),Florylpicoxamid+Fluazinam
엔페라,🟡,🟡,제초제,Fenquinotrione+Pyraclonil+Pyriminobac-methyl
엘도라도,🟢,🟡,신호전달(페닐피롤·디카르복시미드),Fludioxonil
엘리얀,🟡,🟡,제초제,Pretilachlor
여명,🟡,🟡,제초제,Benzobicyclon+Carfentrazone-ethyl+Flucetosulfuron
여세,🟡,🟡,제초제,Bromobutide+Carfentrazone-ethyl+Penoxsulam
역균포,🟢,🟡,CAA(난균),Dimethomorph
역습,🟡,🟡,미분류(살균제·보수),Flutianil
